case_id,case_type,image_modality,image_path,document_path,model1_output_path,model2_output_path,model3_output_path,embedding_path,status,error_message,runtime_seconds
main_brain_016,brain_image_only,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Training\meningioma\Tr-me_149.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_016\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_016\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_016\main_brain_016_brain_mri_embedding.npy,success,,0.156
main_brain_017,brain_image_only,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Testing\glioma\Te-gl_333.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_017\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_017\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_017\main_brain_017_brain_mri_embedding.npy,success,,0.16
main_brain_018,brain_image_only,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Testing\glioma\Te-gl_319.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_018\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_018\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_018\main_brain_018_brain_mri_embedding.npy,success,,0.161
main_brain_019,brain_image_only,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Testing\meningioma\Te-me_7.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_019\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_019\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_019\main_brain_019_brain_mri_embedding.npy,success,,0.294
main_brain_020,brain_image_only,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Training\glioma\Tr-gl_1170.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_020\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_020\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_brain_020\main_brain_020_brain_mri_embedding.npy,success,,0.159
main_xray_001,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_004\images\00007957_000.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_001\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_001\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_001\main_xray_001_xray_embedding.npy,success,,0.48
main_xray_002,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_008\images\00016381_000.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_002\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_002\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_002\main_xray_002_xray_embedding.npy,success,,0.394
main_xray_003,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_009\images\00019369_008.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_003\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_003\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_003\main_xray_003_xray_embedding.npy,success,,0.396
main_xray_004,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_001\images\00000937_006.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_004\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_004\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_004\main_xray_004_xray_embedding.npy,success,,0.535
main_xray_005,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_008\images\00018092_000.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_005\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_005\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_005\main_xray_005_xray_embedding.npy,success,,0.406
main_xray_006,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_004\images\00006850_001.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_006\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_006\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_006\main_xray_006_xray_embedding.npy,success,,0.4
main_xray_007,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_010\images\00023693_000.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_007\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_007\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_007\main_xray_007_xray_embedding.npy,success,,0.559
main_xray_008,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_010\images\00021006_000.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_008\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_008\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_008\main_xray_008_xray_embedding.npy,success,,0.424
main_xray_009,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_010\images\00022925_002.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_009\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_009\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_009\main_xray_009_xray_embedding.npy,success,,0.42
main_xray_010,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_008\images\00017606_029.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_010\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_010\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_010\main_xray_010_xray_embedding.npy,success,,0.421
main_xray_011,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_006\images\00013774_014.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_011\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_011\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_011\main_xray_011_xray_embedding.npy,success,,0.56
main_xray_012,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_004\images\00007536_000.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_012\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_012\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_012\main_xray_012_xray_embedding.npy,success,,0.42
main_xray_013,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_007\images\00014571_001.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_013\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_013\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_013\main_xray_013_xray_embedding.npy,success,,0.429
main_xray_014,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_009\images\00018972_029.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_014\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_014\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_014\main_xray_014_xray_embedding.npy,success,,0.421
main_xray_015,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_005\images\00009609_004.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_015\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_015\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_015\main_xray_015_xray_embedding.npy,success,,0.562
main_xray_016,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_012\images\00028550_001.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_016\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_016\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_016\main_xray_016_xray_embedding.npy,success,,0.436
main_xray_017,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_001\images\00000211_005.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_017\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_017\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_017\main_xray_017_xray_embedding.npy,success,,0.428
main_xray_018,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_011\images\00026320_003.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_018\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_018\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_018\main_xray_018_xray_embedding.npy,success,,0.561
main_xray_019,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_012\images\00028414_000.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_019\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_019\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_019\main_xray_019_xray_embedding.npy,success,,0.42
main_xray_020,xray_image_only,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_003\images\00005588_000.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_020\model1_output.json,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_020\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_xray_020\main_xray_020_xray_embedding.npy,success,,0.427
main_prescription_001,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\screencapture\307547366_622464496047160_6953521958229904387_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_001\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_001\model3_output.json,,success,,0.484
main_prescription_002,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\306014035_1264198467686524_6522188173724354873_n (1).jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_002\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_002\model3_output.json,,success,,0.4
main_prescription_003,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\305411489_632498158220592_9215244969560779035_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_003\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_003\model3_output.json,,success,,0.563
main_prescription_004,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\mixed\305975182_1145789669351141_6573088440914248894_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_004\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_004\model3_output.json,,success,,0.323
main_prescription_005,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_2_prescription_pages\54.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_005\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_005\model3_output.json,,success,,0.157
main_prescription_006,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_2_prescription_pages\82.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_006\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_006\model3_output.json,,success,,0.179
main_prescription_007,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\305339163_528384399056285_8520891831713502459_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_007\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_007\model3_output.json,,success,,0.396
main_prescription_008,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_2_prescription_pages\3.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_008\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_008\model3_output.json,,success,,0.09
main_prescription_009,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_2_prescription_pages\25.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_009\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_009\model3_output.json,,success,,0.139
main_prescription_010,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\305692824_5513875948696310_2423018477374667126_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_010\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_010\model3_output.json,,success,,0.341
main_prescription_011,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_2_prescription_pages\27.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_011\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_011\model3_output.json,,success,,0.426
main_prescription_012,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\305596574_1033806140642995_8632127826272983072_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_012\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_012\model3_output.json,,success,,1.217
main_prescription_013,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\305449972_610049217329098_2505819887073282892_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_013\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_013\model3_output.json,,success,,0.786
main_prescription_014,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\screencapture\306866877_778557093405523_6314373305025380271_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_014\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_014\model3_output.json,,success,,0.502
main_prescription_015,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\mixed\305563143_484200333281264_526727035891576001_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_015\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_015\model3_output.json,,success,,0.493
main_prescription_016,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_2_prescription_pages\119.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_016\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_016\model3_output.json,,success,,0.583
main_prescription_017,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\306377689_2370372199776731_8618751705626245359_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_017\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_017\model3_output.json,,success,,0.411
main_prescription_018,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\screencapture\306492681_624444992629082_2816686601032372372_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_018\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_018\model3_output.json,,success,,0.529
main_prescription_019,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_2_prescription_pages\4.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_019\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_019\model3_output.json,,success,,8.528
